block_number,timestamp,base_fee_per_gas
24446131,1770964835,40470830
24446132,1770964847,38316474
24446133,1770964859,40630070
24446134,1770964871,36391958
24446135,1770964883,36110076
24446136,1770964895,35956692
24446137,1770964907,34166759
24446138,1770964919,32370984
24446139,1770964931,34820277
24446140,1770964943,31983392
24446141,1770964955,35537152
24446142,1770964967,38947964
24446143,1770964979,35494202
24446144,1770964991,39090037
24446145,1770965003,38982629
24446146,1770965015,38582796
24446147,1770965027,37585772
24446148,1770965039,39812987
24446149,1770965051,36842617
24446150,1770965063,34907955
24446151,1770965075,39262228
24446152,1770965087,38780796
24446153,1770965099,40216794
24446154,1770965111,37705008
24446155,1770965123,40965216
24446156,1770965135,36728641
24446157,1770965147,41142000
24446158,1770965159,38095014
24446159,1770965171,38990384
24446160,1770965183,38969465
24446161,1770965195,40372909
24446162,1770965207,39877726
24446163,1770965219,39185907
24446164,1770965231,38202784
24446165,1770965243,42928647
24446166,1770965255,43240980
24446167,1770965267,40790704
24446168,1770965279,39224366
24446169,1770965291,37550593
24446170,1770965303,38586539
24446171,1770965315,38604349
24446172,1770965327,36310984
24446173,1770965339,39601897
24446174,1770965351,37010092
24446175,1770965363,34460179
24446176,1770965375,38608480
24446177,1770965387,39251354
24446178,1770965399,37936326
24446179,1770965411,36960984
24446180,1770965423,37098249
24446181,1770965435,34995694
24446182,1770965447,33780531
24446183,1770965459,36918271
24446184,1770965471,37797141
24446185,1770965483,35937983
24446186,1770965495,36596656
24446187,1770965507,35252589
24446188,1770965519,36302776
24446189,1770965531,37220545
24446190,1770965543,37033743
24446191,1770965555,38574070
24446192,1770965567,42450419
24446193,1770965579,46555029
24446194,1770965591,45687965
24446195,1770965603,42933155
24446196,1770965615,48260353
24446197,1770965627,48558694
24446198,1770965639,46303714
24446199,1770965651,51852793
24446200,1770965663,50436383
24446201,1770965675,47770216
24446202,1770965687,50046959
24446203,1770965699,49993163
24446204,1770965711,55504599
24446205,1770965723,50008766
24446206,1770965735,47397211
24446207,1770965747,53319295
24446208,1770965759,50974843
24446209,1770965771,55599960
24446210,1770965783,54640005
24446211,1770965795,49438985
24446212,1770965807,47097618
24446213,1770965819,52982353
24446214,1770965831,55477107
24446215,1770965843,54818932
24446216,1770965855,55727236
24446217,1770965867,55711731
24446218,1770965879,55262421
24446219,1770965891,50032710
24446220,1770965903,54801970
24446221,1770965915,52842953
24446222,1770965927,48337930
24446223,1770965939,54363982
24446224,1770965951,52265550
24446225,1770965963,55479997
24446226,1770965975,53604009
24446227,1770965987,55960361
24446228,1770965999,52225366
24446229,1770966011,54633977
24446230,1770966023,60389605
24446231,1770966035,60259685
24446232,1770966047,60465969
24446233,1770966059,58411116
24446234,1770966071,54448597
24446235,1770966083,49952123
24446236,1770966095,50759805
24446237,1770966107,48690859
24446238,1770966119,53630699
24446239,1770966131,51177784
24446240,1770966143,49521218
24446241,1770966155,55459189
24446242,1770966167,55848372
24446243,1770966179,53103097
24446244,1770966191,52134794
24446245,1770966203,47955777
24446246,1770966215,53216557
24446247,1770966227,50762457
24446248,1770966239,46552947
24446249,1770966251,52346514
24446250,1770966263,54220154
24446251,1770966275,48140633
24446252,1770966287,45212368
24446253,1770966299,50859419
24446254,1770966311,53586855
24446255,1770966323,52058842
24446256,1770966335,49286675
24446257,1770966347,46924205
24446258,1770966359,51817184
24446259,1770966371,55182303
24446260,1770966383,53753755
24446261,1770966395,55253327
24446262,1770966407,51315875
24446263,1770966419,50964623
24446264,1770966431,52352539
24446265,1770966443,52281537
24446266,1770966455,51908653
24446267,1770966467,49446057
24446268,1770966479,55580052
24446269,1770966491,55766524
24446270,1770966503,51710349
24446271,1770966515,51946464
24446272,1770966527,49987235
24446273,1770966539,55285628
24446274,1770966551,54322821
24446275,1770966563,53375564
24446276,1770966575,51566012
24446277,1770966587,50533660
24446278,1770966599,45396390
24446279,1770966611,49567693
24446280,1770966623,55762209
24446281,1770966635,57262898
24446282,1770966647,60801965
24446283,1770966659,61849480
24446284,1770966671,62063148
24446285,1770966695,62882023
24446286,1770966707,57613148
24446287,1770966719,53661294
24446288,1770966731,54108252
24446289,1770966743,55703109
24446290,1770966755,54605405
24446291,1770966767,61399417
24446292,1770966779,62235330
24446293,1770966791,64696709
24446294,1770966803,72780889
24446295,1770966815,71927273
24446296,1770966827,71425863
24446297,1770966839,66548123
24446298,1770966851,69861522
24446299,1770966863,69485214
24446300,1770966875,70010529
24446301,1770966887,69555900
24446302,1770966899,67176887
24446303,1770966911,65555850
24446304,1770966923,66744563
24446305,1770966935,67203996
24446306,1770966947,65365444
24446307,1770966959,64629685
24446308,1770966971,63105150
24446309,1770966983,60586839
24446310,1770966995,61207028
24446311,1770967007,59412258
24446312,1770967019,58260527
24446313,1770967031,56357595
24446314,1770967043,55228203
24446315,1770967055,53562348
24446316,1770967067,58603030
24446317,1770967079,54677715
24446318,1770967091,57234883
24446319,1770967103,54268517
24446320,1770967115,50184065
24446321,1770967127,53602602
24446322,1770967139,53334409
24446323,1770967151,53259043
24446324,1770967163,51048152
24446325,1770967175,49104296
24446326,1770967187,55241369
24446327,1770967199,49908515
24446328,1770967211,55865744
24446329,1770967223,51738154
24446330,1770967235,48776414
24446331,1770967247,54841631
24446332,1770967259,57327449
24446333,1770967271,55600273
24446334,1770967283,53929886
24446335,1770967295,52329662
24446336,1770967307,55584286
24446337,1770967319,53918516
24446338,1770967331,53493610
24446339,1770967343,49104916
24446340,1770967355,54785697
24446341,1770967367,55885192
24446342,1770967379,52599286
24446343,1770967391,49273564
24446344,1770967403,55420596
24446345,1770967415,53209673
24446346,1770967427,54535057
24446347,1770967439,51777227
24446348,1770967451,56191623
24446349,1770967463,50650856
24446350,1770967475,52406014
24446351,1770967487,49262572
24446352,1770967499,49237320
24446353,1770967511,55189647
24446354,1770967523,59542735
24446355,1770967535,54819291
24446356,1770967547,54517124
24446357,1770967559,56721202
24446358,1770967571,51515348
24446359,1770967583,49878902
24446360,1770967595,52754409
24446361,1770967607,52879705
24446362,1770967619,52547017
24446363,1770967631,51931082
24446364,1770967643,47802391
24446365,1770967655,53776993
24446366,1770967667,52276506
24446367,1770967679,51051734
24446368,1770967691,49979859
24446369,1770967703,53983807
24446370,1770967715,51930575
24446371,1770967727,51976177
24446372,1770967739,52692064
24446373,1770967751,49639797
24446374,1770967763,53381772
24446375,1770967775,52169156
24446376,1770967787,51248194
24446377,1770967799,49731380
24446378,1770967811,55943330
24446379,1770967823,60358943
24446380,1770967835,58892652
24446381,1770967847,59114675
24446382,1770967859,55174607
24446383,1770967871,56787766
24446384,1770967883,53876425
24446385,1770967895,52584056
24446386,1770967907,50590155
24446387,1770967919,51363170
24446388,1770967931,46039991
24446389,1770967943,47022932
24446390,1770967955,52898163
24446391,1770967967,52694558
24446392,1770967979,50624511
24446393,1770967991,50017805
24446394,1770968003,45997129
24446395,1770968015,42353714
24446396,1770968027,47194316
24446397,1770968039,52814169
24446398,1770968051,48407369
24446399,1770968063,51082895
24446400,1770968075,49318484
24446401,1770968087,55482353
24446402,1770968099,52555550
24446403,1770968111,55308482
24446404,1770968123,51097678
24446405,1770968135,47668366
24446406,1770968147,53624552
24446407,1770968159,51122610
24446408,1770968171,45848222
24446409,1770968183,50899277
24446410,1770968195,49646577
24446411,1770968207,46097832
24446412,1770968219,51811284
24446413,1770968231,57417070
24446414,1770968243,55193389
24446415,1770968255,50926404
24446416,1770968267,57281954
24446417,1770968279,55037401
24446418,1770968291,55861458
24446419,1770968303,54534371
24446420,1770968315,51291241
24446421,1770968327,48748542
24446422,1770968339,54835187
24446423,1770968351,54465097
24446424,1770968363,54505351
24446425,1770968375,54056522
24446426,1770968387,53391473
24446427,1770968399,54193563
24446428,1770968411,52145922
24446429,1770968423,52085306
24446430,1770968435,55191834
24446431,1770968459,55257824
24446432,1770968471,55198212
24446433,1770968483,58058785
24446434,1770968495,53860241
24446435,1770968507,55897809
24446436,1770968519,55849494
24446437,1770968531,52067484
24446438,1770968543,51353967
24446439,1770968555,56064475
24446440,1770968567,54224494
24446441,1770968579,52160832
24446442,1770968591,50792851
24446443,1770968603,51058843
24446444,1770968615,49336914
24446445,1770968627,46599437
24446446,1770968639,50862519
24446447,1770968651,51124780
24446448,1770968663,51172254
24446449,1770968675,51685820
24446450,1770968687,51204150
24446451,1770968699,50027230
24446452,1770968711,50801549
24446453,1770968723,49074934
24446454,1770968735,52790848
24446455,1770968747,49354501
24446456,1770968759,52749329
24446457,1770968771,46325982
24446458,1770968783,52115786
24446459,1770968795,54157311
24446460,1770968807,54259155
24446461,1770968819,48887755
24446462,1770968831,54763014
24446463,1770968843,50718120
24446464,1770968855,47774897
24446465,1770968867,52691528
24446466,1770968879,55289130
24446467,1770968891,52435861
24446468,1770968903,50658088
24446469,1770968915,48513250
24446470,1770968927,54495864
24446471,1770968939,49107999
24446472,1770968951,44472951
24446473,1770968963,48942767
24446474,1770968975,43670686
24446475,1770968987,47196820
24446476,1770968999,53094405
24446477,1770969011,48779641
24446478,1770969023,54693146
24446479,1770969035,51427831
24446480,1770969047,51499362
24446481,1770969059,46207825
24446482,1770969071,51900617
24446483,1770969083,46372597
24446484,1770969095,47591498
24446485,1770969107,53540022
24446486,1770969119,56041046
24446487,1770969131,51583711
24446488,1770969143,49153820
24446489,1770969167,54751955
24446490,1770969179,57721945
24446491,1770969191,61969041
24446492,1770969203,61184011
24446493,1770969215,60540652
24446494,1770969227,59128362
24446495,1770969239,57504225
24446496,1770969251,56029475
24446497,1770969263,57978638
24446498,1770969275,53497342
24446499,1770969287,50806962
24446500,1770969299,48744711
24446501,1770969311,54836448
24446502,1770969323,61681443
24446503,1770969335,60152583
24446504,1770969347,58586718
24446505,1770969359,60211125
24446506,1770969383,58516314
24446507,1770969395,62597349
24446508,1770969407,60106476
24446509,1770969419,59251896
24446510,1770969431,56085246
24446511,1770969443,53972919
24446512,1770969455,53973599
24446513,1770969467,54795540
24446514,1770969479,54509862
24446515,1770969491,52297551
24446516,1770969503,49816413
24446517,1770969515,45929093
24446518,1770969527,50841496
24446519,1770969539,45944940
24446520,1770969551,44144099
24446521,1770969563,49659478
24446522,1770969575,55862614
24446523,1770969587,50832175
24446524,1770969599,52478152
24446525,1770969611,50985552
24446526,1770969623,53659800
24446527,1770969635,58809690
24446528,1770969647,53779156
24446529,1770969659,56226196
24446530,1770969671,55323713
24446531,1770969683,61652710
24446532,1770969695,58989684
24446533,1770969707,62541904
24446534,1770969719,59720616
24446535,1770969731,58437896
24446536,1770969743,54556269
24446537,1770969755,58401670
24446538,1770969767,58432742
24446539,1770969779,54835180
24446540,1770969791,61689367
24446541,1770969803,56091599
24446542,1770969815,52716575
24446543,1770969827,53669697
24446544,1770969839,54320542
24446545,1770969851,53115444
24446546,1770969863,51575744
24446547,1770969875,56241638
24446548,1770969887,63263323
24446549,1770969899,60338037
24446550,1770969911,56279374
24446551,1770969923,52584510
24446552,1770969935,59138835
24446553,1770969947,59468054
24446554,1770969959,59058591
24446555,1770969971,56796508
24446556,1770969983,53614139
24446557,1770969995,48635381
24446558,1770970007,48539924
24446559,1770970019,47853986
24446560,1770970031,50234841
24446561,1770970043,53220996
24446562,1770970055,52332908
24446563,1770970067,55801022
24446564,1770970079,57254036
24446565,1770970091,55593903
24446566,1770970103,52056889
24446567,1770970115,47445726
24446568,1770970127,50373816
24446569,1770970139,52552041
24446570,1770970151,53314182
24446571,1770970163,54513231
24446572,1770970175,60273244
24446573,1770970187,60917804
24446574,1770970199,58936002
24446575,1770970211,60061874
24446576,1770970223,65833647
24446577,1770970235,68198224
24446578,1770970247,69635442
24446579,1770970271,65295151
24446580,1770970283,71417047
24446581,1770970295,72104668
24446582,1770970307,69912264
24446583,1770970319,68480445
24446584,1770970331,74464347
24446585,1770970343,74681757
24446586,1770970355,75891360
24446587,1770970367,75184996
24446588,1770970379,72092700
24446589,1770970391,72023397
24446590,1770970403,74277289
24446591,1770970415,71616528
24446592,1770970427,75441340
24446593,1770970439,71921371
24446594,1770970451,69869373
24446595,1770970463,69747043
24446596,1770970475,68503724
24446597,1770970487,66257982
24446598,1770970499,65812015
24446599,1770970511,62196885
24446600,1770970523,62258519
24446601,1770970535,58674604
24446602,1770970547,60549249
24446603,1770970559,60999756
24446604,1770970571,64372263
24446605,1770970583,62079286
24446606,1770970595,59594668
24446607,1770970607,60029159
24446608,1770970619,60094525
24446609,1770970631,58762227
24446610,1770970643,60260014
24446611,1770970655,59078746
24446612,1770970667,57072836
24446613,1770970679,55940556
24446614,1770970691,55276434
24446615,1770970703,55118597
24446616,1770970715,55882747
24446617,1770970727,51129173
24446618,1770970739,52427234
24446619,1770970751,50483435
24446620,1770970763,51950606
24446621,1770970775,52660065
24446622,1770970787,48605584
24446623,1770970799,49932903
24446624,1770970811,47297248
24446625,1770970823,51926833
24446626,1770970835,54649957
24446627,1770970847,54034325
24446628,1770970859,48318833
24446629,1770970871,49433384
24446630,1770970883,44222658
24446631,1770970895,43974185
24446632,1770970907,41853829
24446633,1770970919,39667246
24446634,1770970931,44623866
24446635,1770970943,43085655
24446636,1770970955,47049940
24446637,1770970967,52417271
24446638,1770970979,49625150
24446639,1770970991,50459071
24446640,1770971003,49553446
24446641,1770971015,48070346
24446642,1770971027,54079057
24446643,1770971039,54293992
24446644,1770971051,55491420
24446645,1770971063,51670365
24446646,1770971075,54153926
24446647,1770971087,53199316
24446648,1770971099,47611887
24446649,1770971111,47877089
24446650,1770971123,50239925
24446651,1770971135,50712859
24446652,1770971147,46650823
24446653,1770971159,44599889
24446654,1770971171,45964070
24446655,1770971183,51708552
24446656,1770971195,46784915
24446657,1770971207,48606214
24446658,1770971219,48219096
24446659,1770971231,44477820
24446660,1770971243,46362981
24446661,1770971255,45418573
24446662,1770971267,43037986
24446663,1770971279,46106314
24446664,1770971291,44478796
24446665,1770971303,43948996
24446666,1770971315,42892744
24446667,1770971327,42745563
24446668,1770971339,44000707
24446669,1770971351,41741965
24446670,1770971363,44120041
24446671,1770971375,41540757
24446672,1770971387,40908075
24446673,1770971399,38339103
24446674,1770971411,40763733
24446675,1770971423,41050479
24446676,1770971435,37315369
24446677,1770971447,41507852
24446678,1770971459,46689545
24446679,1770971471,46360053
24446680,1770971483,51070280
24446681,1770971495,51218492
24446682,1770971507,49667171
24446683,1770971519,48609377
24446684,1770971531,52232185
24446685,1770971543,48502505
24446686,1770971555,52596987
24446687,1770971567,48485638
24446688,1770971579,53002272
24446689,1770971591,50441279
24446690,1770971603,48783605
24446691,1770971615,52936150
24446692,1770971627,51550801
24446693,1770971639,49189893
24446694,1770971651,51053250
24446695,1770971663,50131580
24446696,1770971675,48893385
24446697,1770971687,47532394
24446698,1770971699,42674993
24446699,1770971711,43561786
24446700,1770971723,45114904
24446701,1770971735,47847224
24446702,1770971747,47052428
24446703,1770971759,42027935
24446704,1770971771,43912890
24446705,1770971783,45934150
24446706,1770971795,41225028
24446707,1770971807,45141582
24446708,1770971819,45599520
24446709,1770971831,40428868
24446710,1770971843,38029546
24446711,1770971855,36978504
24446712,1770971867,36307742
24446713,1770971879,39259490
24446714,1770971891,35544738
24446715,1770971903,38238395
24446716,1770971915,41325852
24446717,1770971927,40754150
24446718,1770971939,38714107
24446719,1770971951,39818966
24446720,1770971963,37937452
24446721,1770971975,37802158
24446722,1770971987,42521340
24446723,1770971999,40287824
24446724,1770972011,39946516
24446725,1770972023,40745733
24446726,1770972035,42752902
24446727,1770972047,48095170
24446728,1770972059,47575689
24446729,1770972071,44544525
24446730,1770972083,48350233
24446731,1770972095,47201896
24446732,1770972107,43265832
24446733,1770972119,47223926
24446734,1770972131,46287773
24446735,1770972143,44021366
24446736,1770972155,43504667
24446737,1770972167,48712969
24446738,1770972179,54012695
24446739,1770972191,53077648
24446740,1770972203,50992321
24446741,1770972215,52291899
24446742,1770972227,51887928
24446743,1770972239,48953892
24446744,1770972251,48876461
24446745,1770972263,46522694
24446746,1770972275,45223277
24446747,1770972299,47761554
24446748,1770972311,50894295
24446749,1770972323,53457548
24446750,1770972335,50593057
24446751,1770972347,49676384
24446752,1770972359,47380758
24446753,1770972371,53252061
24446754,1770972383,53699572
24446755,1770972395,60407463
24446756,1770972407,57724517
24446757,1770972419,58695173
24446758,1770972431,52799507
24446759,1770972443,54870486
24446760,1770972455,51829158
24446761,1770972467,50875421
24446762,1770972479,49041721
24446763,1770972491,48176988
24446764,1770972503,48932014
24446765,1770972515,49275253
24446766,1770972527,47740082
24446767,1770972539,50627802
24446768,1770972551,47858048
24446769,1770972563,52690800
24446770,1770972575,58921965
24446771,1770972587,59750623
24446772,1770972599,67199007
24446773,1770972611,66445792
24446774,1770972623,70693613
24446775,1770972635,65577347
24446776,1770972647,65968293
24446777,1770972659,62305201
24446778,1770972671,68149324
24446779,1770972683,63980770
24446780,1770972695,61286672
24446781,1770972707,58898425
24446782,1770972719,60100895
24446783,1770972731,63450841
24446784,1770972743,71346107
24446785,1770972755,65555101
24446786,1770972767,66105924
24446787,1770972779,71707161
24446788,1770972791,70396967
24446789,1770972803,69635942
24446790,1770972815,65058929
24446791,1770972827,62084941
24446792,1770972839,64278823
24446793,1770972851,62116930
24446794,1770972863,61169753
24446795,1770972875,63391004
24446796,1770972887,61833221
24446797,1770972899,65504384
24446798,1770972911,63761186
24446799,1770972923,64701726
24446800,1770972935,62919828
24446801,1770972947,61794994
24446802,1770972959,66008495
24446803,1770972971,59080739
24446804,1770972983,59979562
24446805,1770972995,58366753
24446806,1770973007,61617766
24446807,1770973019,60433488
24446808,1770973031,59661333
24446809,1770973043,62277257
24446810,1770973055,59138349
24446811,1770973067,57409279
24446812,1770973079,61320494
24446813,1770973091,55737786
24446814,1770973103,60902571
24446815,1770973115,58164352
24446816,1770973127,52666734
24446817,1770973139,55228531
24446818,1770973151,54204777
24446819,1770973163,50791685
24446820,1770973175,51824001
24446821,1770973187,47574934
24446822,1770973199,46509019
24446823,1770973211,47670440
24446824,1770973223,53618032
24446825,1770973235,48510705
24446826,1770973247,54240286
24446827,1770973259,54841607
24446828,1770973271,52210614
24446829,1770973283,55598772
24446830,1770973295,52390927
24446831,1770973307,47604113
24446832,1770973319,53499465
24446833,1770973331,51884923
24446834,1770973343,54981598
24446835,1770973355,54202117
24446836,1770973367,55040157
24446837,1770973379,50113701
24446838,1770973391,47469546
24446839,1770973403,50704978
24446840,1770973415,52077229
24446841,1770973427,51726940
24446842,1770973439,52105463
24446843,1770973451,50290310
24446844,1770973463,49719423
24446845,1770973475,47708361
24446846,1770973487,46875401
24446847,1770973499,48164937
24446848,1770973511,47496262
24446849,1770973523,44000543
24446850,1770973535,47957800
24446851,1770973547,49437348
24446852,1770973559,48434427
24446853,1770973571,46659595
24446854,1770973583,46281470
24446855,1770973595,45380409
24446856,1770973607,44917665
24446857,1770973619,43743692
24446858,1770973631,48169115
24446859,1770973643,46871831
24446860,1770973655,44925079
24446861,1770973667,47579535
24446862,1770973679,45621912
24446863,1770973691,45788282
24446864,1770973703,51508581
24446865,1770973715,48368649
24446866,1770973727,43852386
24446867,1770973739,40658910
24446868,1770973751,45422536
24446869,1770973763,44389879
24446870,1770973775,46637338
24446871,1770973787,47520657
24446872,1770973799,45741701
24446873,1770973811,43442803
24446874,1770973823,48538176
24446875,1770973835,46899940
24446876,1770973847,46318745
24446877,1770973859,44913611
24446878,1770973871,48545089
24446879,1770973883,46094709
24446880,1770973895,45659449
24446881,1770973907,43423556
24446882,1770973919,43643045
24446883,1770973931,44484945
24446884,1770973943,43749864
24446885,1770973955,44533426
24446886,1770973967,47879946
24446887,1770973979,46727513
24446888,1770973991,46203980
24446889,1770974003,47447404
24446890,1770974015,46372339
24446891,1770974027,43334598
24446892,1770974039,45431757
24446893,1770974051,47478481
24446894,1770974063,47584486
24446895,1770974075,45259733
24446896,1770974087,46460640
24446897,1770974099,44810972
24446898,1770974111,41457538
24446899,1770974123,42566559
24446900,1770974135,47323470
24446901,1770974147,47010326
24446902,1770974159,42758588
24446903,1770974171,44893927
24446904,1770974183,44483346
24446905,1770974195,42933038
24446906,1770974207,40417864
24446907,1770974219,43414020
24446908,1770974231,39726023
24446909,1770974243,44690514
24446910,1770974255,43223966
24446911,1770974267,45146173
24446912,1770974279,46559205
24446913,1770974291,41730077
24446914,1770974303,46756832
24446915,1770974315,46561609
24446916,1770974327,47690458
24446917,1770974339,45597871
24446918,1770974351,43224915
24446919,1770974363,42000256
24446920,1770974375,40793833
24446921,1770974387,36382626
24446922,1770974399,40901834
24446923,1770974411,39179874
24446924,1770974423,43840257
24446925,1770974435,46013660
24446926,1770974447,46821681
24446927,1770974459,45519334
24446928,1770974471,50062521
24446929,1770974483,47820404
24446930,1770974495,48950041
24446931,1770974507,50341528
24446932,1770974519,48213673
24446933,1770974531,45958134
24446934,1770974543,47969720
24446935,1770974555,47593525
24446936,1770974567,44902436
24446937,1770974579,46040130
24446938,1770974591,44781128
24446939,1770974603,50361374
24446940,1770974615,48345484
24446941,1770974627,47293287
24446942,1770974639,51396906
24446943,1770974651,47779314
24446944,1770974663,47525632
24446945,1770974675,46199303
24446946,1770974687,51813182
24446947,1770974699,52077503
24446948,1770974711,50093733
24446949,1770974723,48085287
24446950,1770974735,48334051
24446951,1770974747,46967721
24446952,1770974759,47821094
24446953,1770974771,45561459
24446954,1770974783,44994993
24446955,1770974795,50617670
24446956,1770974807,51371886
24446957,1770974819,49961886
24446958,1770974831,47672412
24446959,1770974843,48916718
24446960,1770974855,48592069
24446961,1770974867,47607734
24446962,1770974879,48088446
24446963,1770974891,49529509
24446964,1770974903,50464577
24446965,1770974915,49313663
24446966,1770974927,47925700
24446967,1770974939,47813402
24446968,1770974951,46189435
24446969,1770974963,44971463
24446970,1770974975,43580676
24446971,1770974987,39863689
24446972,1770974999,36212313
24446973,1770975011,34580190
24446974,1770975023,38902671
24446975,1770975035,43704842
24446976,1770975047,44799994
24446977,1770975059,47303240
24446978,1770975071,47555619
24446979,1770975083,47464592
24446980,1770975095,48013906
24446981,1770975107,50748667
24446982,1770975119,54114091
24446983,1770975131,48808335
24446984,1770975143,49902260
24446985,1770975155,51294245
24446986,1770975167,49959496
24446987,1770975179,48017598
24446988,1770975191,49430814
24446989,1770975203,50707529
24446990,1770975215,50528362
24446991,1770975227,49719474
24446992,1770975239,51023447
24446993,1770975251,48546831
24446994,1770975263,54485270
24446995,1770975275,55535608
24446996,1770975287,48979237
24446997,1770975299,51229068
24446998,1770975311,50833290
24446999,1770975323,46574701
24447000,1770975335,43923448
24447001,1770975347,49410711
24447002,1770975359,45429716
24447003,1770975371,45282908
24447004,1770975383,39819860
24447005,1770975395,40985624
24447006,1770975407,46006795
24447007,1770975419,42855841
24447008,1770975431,48083897
24447009,1770975443,47141431
24447010,1770975455,46390545
24447011,1770975467,48692853
24447012,1770975479,44960136
24447013,1770975491,41662400
24447014,1770975503,45616933
24447015,1770975515,44482232
24447016,1770975527,46780177
24447017,1770975539,47345609
24447018,1770975551,45379329
24447019,1770975563,46576294
24447020,1770975575,49828836
24447021,1770975587,48498648
24447022,1770975599,45782862
24447023,1770975611,49016579
24447024,1770975623,52923539
24447025,1770975635,51593146
24447026,1770975647,51161283
24447027,1770975659,51004591
24447028,1770975671,52097137
24447029,1770975683,51499826
24447030,1770975695,49423547
24447031,1770975707,50737174
24447032,1770975719,49082438
24447033,1770975731,45481087
24447034,1770975743,46463685
24447035,1770975755,48365741
24447036,1770975767,47727634
24447037,1770975779,47503480
24447038,1770975791,50121870
24447039,1770975803,48813276
24447040,1770975815,47490582
24447041,1770975827,49250814
24447042,1770975839,44523553
24447043,1770975851,47460071
24447044,1770975863,46298504
24447045,1770975875,46999422
24447046,1770975887,42103319
24447047,1770975899,45890226
24447048,1770975911,45020540
24447049,1770975923,40738332
24447050,1770975935,41253753
24447051,1770975947,42111121
24447052,1770975959,37829348
24447053,1770975971,42555357
24447054,1770975983,45958569
24447055,1770975995,43054290
24447056,1770976007,44395502
24447057,1770976019,42649956
24447058,1770976031,44210285
24447059,1770976043,43422457
24447060,1770976055,43169622
24447061,1770976067,46415614
24447062,1770976079,45041965
24447063,1770976091,47342835
24447064,1770976103,41673402
24447065,1770976115,39145950
24447066,1770976127,37377506
24447067,1770976139,35343984
24447068,1770976151,38541943
24447069,1770976163,39101654
24447070,1770976175,43632864
24447071,1770976187,41501209
24447072,1770976199,43153370
24447073,1770976211,41428498
24447074,1770976223,44690759
24447075,1770976235,40400657
24447076,1770976247,45430046
24447077,1770976259,48450441
24447078,1770976271,47466799
24447079,1770976283,49202166
24447080,1770976295,51178154
24447081,1770976307,49988904
24447082,1770976319,48910438
24447083,1770976331,45398106
24447084,1770976343,44422442
24447085,1770976355,44881183
24447086,1770976367,48445833
24447087,1770976379,44348459
24447088,1770976391,45962003
24447089,1770976403,47006830
24447090,1770976415,47020300
24447091,1770976427,45409163
24447092,1770976439,45378478
24447093,1770976451,41952108
24447094,1770976463,42261263
24447095,1770976475,41576529
24447096,1770976487,44587678
24447097,1770976499,42169571
24447098,1770976511,41553680
24447099,1770976523,39303961
24447100,1770976535,43863667
24447101,1770976547,43807591
24447102,1770976559,45719692
24447103,1770976571,44375012
24447104,1770976583,44148031
24447105,1770976595,41602816
24447106,1770976607,43519668
24447107,1770976619,47336440
24447108,1770976631,47047353
24447109,1770976643,48067939
24447110,1770976655,52582653
24447111,1770976667,51702534
24447112,1770976679,52398193
24447113,1770976691,50787153
24447114,1770976703,49315410
24447115,1770976715,53842690
24447116,1770976727,51718179
24447117,1770976739,49975127
24447118,1770976751,48635713
24447119,1770976763,46278167
24447120,1770976775,47138589
24447121,1770976787,50683411
24447122,1770976799,48240099
24447123,1770976811,46687581
24447124,1770976823,48132314
24447125,1770976835,49060035
24447126,1770976847,54538885
24447127,1770976859,52017644
24447128,1770976871,50672685
24447129,1770976883,50739818
24447130,1770976895,52910149
24447131,1770976907,50842657
24447132,1770976919,50441156
24447133,1770976931,53701098
24447134,1770976943,50170727
24447135,1770976955,55309325
24447136,1770976967,53353444
24447137,1770976979,56237766
24447138,1770976991,51943566
24447139,1770977003,54287521
24447140,1770977015,56043842
24447141,1770977027,55774816
24447142,1770977039,55032078
24447143,1770977051,50391051
24447144,1770977063,55934051
24447145,1770977075,53381955
24447146,1770977087,55297787
24447147,1770977099,55276194
24447148,1770977111,55996813
24447149,1770977123,54537209
24447150,1770977135,53295644
24447151,1770977147,52009861
24447152,1770977159,50375288
24447153,1770977171,47145318
24447154,1770977183,52974946
24447155,1770977195,55152162
24447156,1770977207,54367931
24447157,1770977219,57114526
24447158,1770977231,57267877
24447159,1770977243,56167088
24447160,1770977255,50914810
24447161,1770977267,55339429
24447162,1770977279,53534754
24447163,1770977291,50162562
24447164,1770977303,51578590
24447165,1770977315,50163583
24447166,1770977327,51592289
24447167,1770977339,49244726
24447168,1770977351,48161035
24447169,1770977363,47849176
24447170,1770977375,46288655
24447171,1770977387,51101497
24447172,1770977399,49495894
24447173,1770977411,49576338
24447174,1770977423,51090877
24447175,1770977435,51400604
24447176,1770977447,49401729
24447177,1770977459,50823088
24447178,1770977471,48895703
24447179,1770977483,55004297
24447180,1770977495,55720204
24447181,1770977507,54540877
24447182,1770977519,52977577
24447183,1770977531,49665691
24447184,1770977543,50531283
24447185,1770977567,52064317
24447186,1770977579,50174053
24447187,1770977591,55057538
24447188,1770977603,55122857
24447189,1770977615,54635297
24447190,1770977627,54940961
24447191,1770977639,50226118
24447192,1770977651,53700592
24447193,1770977663,54583143
24447194,1770977675,50264672
24447195,1770977687,51751925
24447196,1770977699,52454159
24447197,1770977711,52239753
24447198,1770977723,48813750
24447199,1770977735,49344690
24447200,1770977747,44416742
24447201,1770977759,48746555
24447202,1770977771,48103094
24447203,1770977783,52019674
24447204,1770977795,53361550
24447205,1770977807,51704333
