block_number,timestamp,base_fee_per_gas
24443981,1770938915,54624515
24443982,1770938927,49172490
24443983,1770938939,55253765
24443984,1770938951,56098136
24443985,1770938963,54456546
24443986,1770938975,48981428
24443987,1770938987,54435766
24443988,1770938999,54234745
24443989,1770939011,53553027
24443990,1770939023,53022639
24443991,1770939035,57132781
24443992,1770939047,56244713
24443993,1770939059,54327146
24443994,1770939071,53420349
24443995,1770939083,50958887
24443996,1770939095,49934510
24443997,1770939107,49324924
24443998,1770939119,46946887
24443999,1770939131,52188904
24444000,1770939143,51057662
24444001,1770939155,49509679
24444002,1770939167,46711682
24444003,1770939179,52130645
24444004,1770939191,54046539
24444005,1770939203,52854778
24444006,1770939215,49512558
24444007,1770939227,55694634
24444008,1770939239,53347758
24444009,1770939251,54018395
24444010,1770939263,51789326
24444011,1770939275,51665013
24444012,1770939287,52003719
24444013,1770939299,50604180
24444014,1770939311,47095066
24444015,1770939323,52175521
24444016,1770939335,49939057
24444017,1770939347,45682491
24444018,1770939359,42626100
24444019,1770939371,46973568
24444020,1770939383,48833653
24444021,1770939395,47918572
24444022,1770939407,45733959
24444023,1770939419,48997054
24444024,1770939431,55120868
24444025,1770939443,54100827
24444026,1770939455,54098672
24444027,1770939467,52208099
24444028,1770939479,56820400
24444029,1770939491,54958950
24444030,1770939503,53884536
24444031,1770939515,51008332
24444032,1770939527,49243592
24444033,1770939539,45392751
24444034,1770939551,51051769
24444035,1770939563,54440132
24444036,1770939575,53383022
24444037,1770939587,50578931
24444038,1770939599,46271054
24444039,1770939611,50255630
24444040,1770939623,53885697
24444041,1770939635,53559062
24444042,1770939647,50856149
24444043,1770939659,52225551
24444044,1770939671,49249344
24444045,1770939683,48815554
24444046,1770939695,47583577
24444047,1770939707,53280939
24444048,1770939719,52303886
24444049,1770939731,50903116
24444050,1770939743,49131125
24444051,1770939755,55122760
24444052,1770939767,52403834
24444053,1770939779,58944563
24444054,1770939791,56860869
24444055,1770939803,55756767
24444056,1770939815,53215046
24444057,1770939827,51164467
24444058,1770939839,50389330
24444059,1770939851,49161688
24444060,1770939863,55304151
24444061,1770939875,53660690
24444062,1770939887,55233215
24444063,1770939899,52624415
24444064,1770939911,49264477
24444065,1770939923,48760274
24444066,1770939935,46676860
24444067,1770939947,43045056
24444068,1770939959,46243470
24444069,1770939971,52007073
24444070,1770939983,47069312
24444071,1770939995,52509900
24444072,1770940007,48077646
24444073,1770940019,48940456
24444074,1770940031,47105814
24444075,1770940043,52993263
24444076,1770940055,52403679
24444077,1770940067,51462089
24444078,1770940079,52275463
24444079,1770940091,50444836
24444080,1770940103,53269586
24444081,1770940115,49945959
24444082,1770940127,49409849
24444083,1770940139,55582664
24444084,1770940151,49763607
24444085,1770940163,55629453
24444086,1770940175,49517368
24444087,1770940187,48238785
24444088,1770940199,48690887
24444089,1770940211,54773722
24444090,1770940223,54503770
24444091,1770940235,52878810
24444092,1770940247,55760970
24444093,1770940259,53565262
24444094,1770940271,52181871
24444095,1770940283,49385715
24444096,1770940295,47177932
24444097,1770940307,43518375
24444098,1770940319,48952680
24444099,1770940331,54016539
24444100,1770940343,56888266
24444101,1770940355,52312285
24444102,1770940367,52406354
24444103,1770940379,50580244
24444104,1770940391,48486554
24444105,1770940403,53945608
24444106,1770940415,52088798
24444107,1770940427,51206963
24444108,1770940439,49556082
24444109,1770940451,53860316
24444110,1770940463,52647517
24444111,1770940475,49735704
24444112,1770940487,46986509
24444113,1770940499,52756681
24444114,1770940511,51170005
24444115,1770940523,51365893
24444116,1770940535,51209030
24444117,1770940547,48361053
24444118,1770940559,47220606
24444119,1770940571,51623119
24444120,1770940583,51204377
24444121,1770940595,52167898
24444122,1770940607,52718248
24444123,1770940619,50953591
24444124,1770940631,49214257
24444125,1770940643,55365424
24444126,1770940655,54581055
24444127,1770940667,49367737
24444128,1770940679,55538671
24444129,1770940691,50989179
24444130,1770940703,57356124
24444131,1770940715,54330177
24444132,1770940727,52938524
24444133,1770940739,51766400
24444134,1770940751,47040248
24444135,1770940763,52041475
24444136,1770940775,50724885
24444137,1770940787,46008429
24444138,1770940799,51757431
24444139,1770940811,53202014
24444140,1770940823,54539370
24444141,1770940835,56937337
24444142,1770940847,56470238
24444143,1770940859,52977215
24444144,1770940871,51819959
24444145,1770940883,54210982
24444146,1770940895,56516456
24444147,1770940907,63520928
24444148,1770940919,61111619
24444149,1770940931,59291244
24444150,1770940943,55034522
24444151,1770940955,57066073
24444152,1770940967,63055932
24444153,1770940979,57483320
24444154,1770940991,62621539
24444155,1770941003,62569101
24444156,1770941015,60422412
24444157,1770941027,58025135
24444158,1770941039,53738034
24444159,1770941051,58130652
24444160,1770941063,55382542
24444161,1770941075,55869870
24444162,1770941087,54143985
24444163,1770941099,57523097
24444164,1770941111,52008455
24444165,1770941123,52962845
24444166,1770941135,51576735
24444167,1770941147,49481034
24444168,1770941159,47038209
24444169,1770941171,44656354
24444170,1770941183,50198625
24444171,1770941195,49580278
24444172,1770941207,55704681
24444173,1770941219,55421604
24444174,1770941231,53763567
24444175,1770941243,51121317
24444176,1770941255,53443966
24444177,1770941267,51742345
24444178,1770941279,50528006
24444179,1770941291,45783134
24444180,1770941303,50501114
24444181,1770941315,49253607
24444182,1770941327,55401977
24444183,1770941339,51080580
24444184,1770941351,57457115
24444185,1770941363,52970326
24444186,1770941375,51906546
24444187,1770941387,54137874
24444188,1770941399,49272983
24444189,1770941411,53692650
24444190,1770941423,57640357
24444191,1770941435,54620981
24444192,1770941447,52800064
24444193,1770941459,51007569
24444194,1770941471,49997037
24444195,1770941483,54734333
24444196,1770941495,51931592
24444197,1770941507,48174811
24444198,1770941519,54195708
24444199,1770941531,57364363
24444200,1770941543,55483311
24444201,1770941555,51763496
24444202,1770941567,53466403
24444203,1770941579,50142882
24444204,1770941591,54889056
24444205,1770941603,54564103
24444206,1770941615,53195579
24444207,1770941627,51596654
24444208,1770941639,54715838
24444209,1770941651,49523462
24444210,1770941663,53378417
24444211,1770941675,52919397
24444212,1770941687,50850118
24444213,1770941699,50524396
24444214,1770941711,53587495
24444215,1770941723,48891626
24444216,1770941735,55001373
24444217,1770941747,58213032
24444218,1770941759,54249275
24444219,1770941771,56604198
24444220,1770941783,53038488
24444221,1770941807,51944555
24444222,1770941819,53322960
24444223,1770941831,54317895
24444224,1770941843,51255867
24444225,1770941855,49266928
24444226,1770941867,55292001
24444227,1770941879,56379749
24444228,1770941891,55297201
24444229,1770941903,51720283
24444230,1770941915,49866274
24444231,1770941927,55820874
24444232,1770941939,53103202
24444233,1770941951,58119589
24444234,1770941963,57739051
24444235,1770941975,58576806
24444236,1770941987,52512736
24444237,1770941999,53667796
24444238,1770942011,52301589
24444239,1770942023,58702097
24444240,1770942035,57500313
24444241,1770942047,54832243
24444242,1770942059,57578109
24444243,1770942071,59136715
24444244,1770942083,53541585
24444245,1770942095,52457400
24444246,1770942107,48277606
24444247,1770942119,45435268
24444248,1770942131,51111777
24444249,1770942143,50241417
24444250,1770942155,45835589
24444251,1770942167,48597923
24444252,1770942179,45571257
24444253,1770942191,49863055
24444254,1770942203,55658390
24444255,1770942215,61183920
24444256,1770942227,62041803
24444257,1770942239,59159289
24444258,1770942251,56200689
24444259,1770942263,51906184
24444260,1770942275,58340261
24444261,1770942287,59581261
24444262,1770942299,59454807
24444263,1770942311,61786306
24444264,1770942323,58756704
24444265,1770942335,61763424
24444266,1770942347,58116042
24444267,1770942359,65376813
24444268,1770942371,69876612
24444269,1770942383,73962444
24444270,1770942395,69025204
24444271,1770942407,68036392
24444272,1770942419,74691911
24444273,1770942431,75665912
24444274,1770942443,74157165
24444275,1770942455,80575501
24444276,1770942467,78201111
24444277,1770942479,77331831
24444278,1770942491,71024493
24444279,1770942503,68693128
24444280,1770942515,77252987
24444281,1770942527,78279304
24444282,1770942539,79263502
24444283,1770942551,71013425
24444284,1770942563,72141738
24444285,1770942575,78284706
24444286,1770942587,74567738
24444287,1770942599,79519484
24444288,1770942611,78593187
24444289,1770942623,83492224
24444290,1770942635,75715429
24444291,1770942647,78568334
24444292,1770942659,78287571
24444293,1770942671,80003462
24444294,1770942683,74325509
24444295,1770942695,79388216
24444296,1770942707,78672842
24444297,1770942719,85176427
24444298,1770942731,81976057
24444299,1770942743,87669344
24444300,1770942755,79699099
24444301,1770942767,71508504
24444302,1770942779,68035019
24444303,1770942791,69604877
24444304,1770942803,62886987
24444305,1770942815,60177668
24444306,1770942827,67532241
24444307,1770942839,75462478
24444308,1770942851,83408598
24444309,1770942863,86466824
24444310,1770942875,81232400
24444311,1770942887,82574898
24444312,1770942899,80961676
24444313,1770942911,82502394
24444314,1770942923,74841638
24444315,1770942935,68994756
24444316,1770942947,63529661
24444317,1770942959,58949807
24444318,1770942971,64761647
24444319,1770942983,60544404
24444320,1770942995,67292382
24444321,1770943007,66694943
24444322,1770943019,62626573
24444323,1770943031,62199620
24444324,1770943043,61176353
24444325,1770943055,57068662
24444326,1770943067,54759594
24444327,1770943079,56213090
24444328,1770943091,56458406
24444329,1770943103,54720178
24444330,1770943115,55688821
24444331,1770943127,52827458
24444332,1770943139,51578611
24444333,1770943151,49677057
24444334,1770943163,55763816
24444335,1770943175,55528152
24444336,1770943187,53644530
24444337,1770943199,52571123
24444338,1770943211,54234210
24444339,1770943223,55582575
24444340,1770943235,55060805
24444341,1770943247,52603500
24444342,1770943259,48675609
24444343,1770943271,47072087
24444344,1770943283,45775441
24444345,1770943295,49915940
24444346,1770943307,56079992
24444347,1770943319,54025833
24444348,1770943331,51534945
24444349,1770943343,51775180
24444350,1770943355,51889177
24444351,1770943367,49952734
24444352,1770943379,51161438
24444353,1770943391,50868175
24444354,1770943403,48721530
24444355,1770943415,44421491
24444356,1770943427,47899915
24444357,1770943439,50164490
24444358,1770943451,45990363
24444359,1770943463,51736691
24444360,1770943475,51100463
24444361,1770943487,55557700
24444362,1770943499,53139515
24444363,1770943511,50974576
24444364,1770943523,54912251
24444365,1770943535,52924446
24444366,1770943547,49463091
24444367,1770943559,55626188
24444368,1770943571,50168977
24444369,1770943583,50450688
24444370,1770943595,47044605
24444371,1770943607,51856711
24444372,1770943619,51710908
24444373,1770943631,50493485
24444374,1770943643,51137885
24444375,1770943655,51035312
24444376,1770943667,48369095
24444377,1770943679,54373531
24444378,1770943691,50264161
24444379,1770943703,52678906
24444380,1770943715,53951658
24444381,1770943727,51881523
24444382,1770943739,55155689
24444383,1770943751,54959323
24444384,1770943763,53485907
24444385,1770943775,52108008
24444386,1770943787,50179191
24444387,1770943799,49164968
24444388,1770943811,55235812
24444389,1770943823,53058240
24444390,1770943835,48611874
24444391,1770943847,53611156
24444392,1770943859,59001002
24444393,1770943871,59938527
24444394,1770943883,56127269
24444395,1770943895,54386916
24444396,1770943907,51293966
24444397,1770943919,48689304
24444398,1770943931,44901877
24444399,1770943943,46933781
24444400,1770943955,52798815
24444401,1770943967,55041915
24444402,1770943979,53734844
24444403,1770943991,52907377
24444404,1770944003,54690720
24444405,1770944015,52443770
24444406,1770944027,52241893
24444407,1770944039,50595514
24444408,1770944051,48961467
24444409,1770944063,52423364
24444410,1770944075,48398584
24444411,1770944087,54446437
24444412,1770944099,48809673
24444413,1770944111,54909380
24444414,1770944123,58254358
24444415,1770944135,53599093
24444416,1770944147,54523153
24444417,1770944159,54304953
24444418,1770944171,51425893
24444419,1770944183,50781365
24444420,1770944195,48834328
24444421,1770944207,53070015
24444422,1770944219,49162123
24444423,1770944231,55290871
24444424,1770944243,57300618
24444425,1770944255,55520820
24444426,1770944267,53639378
24444427,1770944279,51454763
24444428,1770944291,48741477
24444429,1770944303,54453613
24444430,1770944315,55275349
24444431,1770944327,54070467
24444432,1770944339,55850597
24444433,1770944351,55072239
24444434,1770944363,54624364
24444435,1770944375,53206876
24444436,1770944387,54077423
24444437,1770944399,51084890
24444438,1770944411,54635032
24444439,1770944423,57679087
24444440,1770944435,59844847
24444441,1770944447,54109775
24444442,1770944459,54726097
24444443,1770944471,49357849
24444444,1770944483,47360614
24444445,1770944495,51086922
24444446,1770944507,57331892
24444447,1770944519,60177836
24444448,1770944531,62558027
24444449,1770944543,59250014
24444450,1770944555,57740243
24444451,1770944567,56934796
24444452,1770944579,57519843
24444453,1770944591,52676954
24444454,1770944603,57373351
24444455,1770944615,56631855
24444456,1770944627,58378832
24444457,1770944639,56252526
24444458,1770944651,52921551
24444459,1770944663,47424426
24444460,1770944675,49516086
24444461,1770944687,55247658
24444462,1770944699,49126007
24444463,1770944711,55045069
24444464,1770944723,56013539
24444465,1770944735,51865675
24444466,1770944747,53624617
24444467,1770944759,54581721
24444468,1770944771,53894871
24444469,1770944783,53868650
24444470,1770944795,52771480
24444471,1770944807,48201201
24444472,1770944819,52395888
24444473,1770944831,58774999
24444474,1770944843,54537765
24444475,1770944855,54564124
24444476,1770944867,59198155
24444477,1770944879,55500430
24444478,1770944891,53081897
24444479,1770944903,54950905
24444480,1770944915,53257697
24444481,1770944927,57215394
24444482,1770944939,62054940
24444483,1770944951,60551857
24444484,1770944963,57914366
24444485,1770944975,53212186
24444486,1770944987,51883743
24444487,1770944999,53295014
24444488,1770945011,52135872
24444489,1770945023,56147972
24444490,1770945035,50676255
24444491,1770945047,50652862
24444492,1770945059,49802417
24444493,1770945071,48556657
24444494,1770945083,54623723
24444495,1770945095,58701928
24444496,1770945107,54824327
24444497,1770945119,48717153
24444498,1770945131,54464746
24444499,1770945143,53106688
24444500,1770945155,51371519
24444501,1770945167,54491779
24444502,1770945179,56436255
24444503,1770945191,53364657
24444504,1770945203,50445312
24444505,1770945215,49783235
24444506,1770945227,48873674
24444507,1770945239,48267471
24444508,1770945251,46814246
24444509,1770945263,46467235
24444510,1770945275,52274221
24444511,1770945287,53140590
24444512,1770945299,49572274
24444513,1770945311,52971064
24444514,1770945323,51391738
24444515,1770945335,47990211
24444516,1770945347,48858886
24444517,1770945359,53708358
24444518,1770945371,53936102
24444519,1770945383,51716246
24444520,1770945395,50357994
24444521,1770945407,50365395
24444522,1770945419,45457327
24444523,1770945431,51136873
24444524,1770945443,48289668
24444525,1770945455,54302617
24444526,1770945467,52744721
24444527,1770945479,55333579
24444528,1770945491,52472718
24444529,1770945503,51704336
24444530,1770945515,49792639
24444531,1770945527,48038187
24444532,1770945539,54040178
24444533,1770945551,48972143
24444534,1770945563,55025299
24444535,1770945575,50446987
24444536,1770945587,51957517
24444537,1770945599,52668008
24444538,1770945611,52419261
24444539,1770945623,50642074
24444540,1770945635,51628496
24444541,1770945647,49369708
24444542,1770945659,54574914
24444543,1770945671,55609378
24444544,1770945683,53975106
24444545,1770945695,54426066
24444546,1770945707,53346118
24444547,1770945719,52778746
24444548,1770945731,53396815
24444549,1770945743,52508774
24444550,1770945755,51180417
24444551,1770945767,49359782
24444552,1770945779,54581014
24444553,1770945791,54585585
24444554,1770945803,55876390
24444555,1770945815,51943601
24444556,1770945827,53671535
24444557,1770945839,54170659
24444558,1770945851,52116484
24444559,1770945863,52114466
24444560,1770945875,46965524
24444561,1770945887,52835646
24444562,1770945899,49617906
24444563,1770945911,55814214
24444564,1770945923,57250646
24444565,1770945935,55378183
24444566,1770945947,53355824
24444567,1770945959,52119984
24444568,1770945971,48385765
24444569,1770945983,54431239
24444570,1770945995,51936837
24444571,1770946007,56065193
24444572,1770946019,53390007
24444573,1770946031,57985932
24444574,1770946043,55041411
24444575,1770946055,53803978
24444576,1770946067,50205968
24444577,1770946079,50888883
24444578,1770946091,52516127
24444579,1770946103,51656440
24444580,1770946115,48262683
24444581,1770946127,44412491
24444582,1770946139,49963064
24444583,1770946151,46504059
24444584,1770946163,44060553
24444585,1770946175,47866577
24444586,1770946187,52978829
24444587,1770946199,53207814
24444588,1770946211,54014530
24444589,1770946223,54663966
24444590,1770946235,58663852
24444591,1770946247,55228366
24444592,1770946259,50924300
24444593,1770946271,51122728
24444594,1770946283,46461817
24444595,1770946295,51862824
24444596,1770946307,54153931
24444597,1770946319,57510034
24444598,1770946331,54302081
24444599,1770946343,55017727
24444600,1770946355,53074537
24444601,1770946367,53062172
24444602,1770946379,50202236
24444603,1770946391,51088660
24444604,1770946403,50038832
24444605,1770946415,52535959
24444606,1770946427,52151700
24444607,1770946439,48068945
24444608,1770946451,54073889
24444609,1770946463,50940312
24444610,1770946475,57307477
24444611,1770946487,51915365
24444612,1770946499,52389520
24444613,1770946511,56068756
24444614,1770946523,50038061
24444615,1770946535,47385546
24444616,1770946547,51864725
24444617,1770946559,51636693
24444618,1770946571,48798851
24444619,1770946583,54887346
24444620,1770946595,59608226
24444621,1770946607,56744759
24444622,1770946619,54269568
24444623,1770946631,60864367
24444624,1770946643,58695857
24444625,1770946655,53141381
24444626,1770946667,55656035
24444627,1770946679,56437034
24444628,1770946691,52053293
24444629,1770946703,58559243
24444630,1770946715,52608620
24444631,1770946727,49261534
24444632,1770946739,47417781
24444633,1770946751,53276034
24444634,1770946763,49618446
24444635,1770946775,55818741
24444636,1770946787,55003871
24444637,1770946799,58494396
24444638,1770946811,52000078
24444639,1770946823,52157777
24444640,1770946835,54016587
24444641,1770946847,60744928
24444642,1770946859,59869762
24444643,1770946871,58416009
24444644,1770946883,56925295
24444645,1770946895,55434347
24444646,1770946907,54473629
24444647,1770946919,58794396
24444648,1770946931,56453246
24444649,1770946943,50819713
24444650,1770946955,57167973
24444651,1770946967,57641007
24444652,1770946979,55390494
24444653,1770946991,55368698
24444654,1770947003,51286791
24444655,1770947015,49933271
24444656,1770947027,46901208
24444657,1770947039,51865421
24444658,1770947051,51812515
24444659,1770947063,50251392
24444660,1770947075,53166982
24444661,1770947087,52045740
24444662,1770947099,53133702
24444663,1770947111,51095248
24444664,1770947123,50185523
24444665,1770947135,47693649
24444666,1770947147,44292689
24444667,1770947171,44497859
24444668,1770947183,49067561
24444669,1770947195,54884203
24444670,1770947207,50920402
24444671,1770947219,55164232
24444672,1770947231,50713654
24444673,1770947243,50108844
24444674,1770947255,49151176
24444675,1770947267,52853126
24444676,1770947279,49274067
24444677,1770947291,55429918
24444678,1770947303,54914744
24444679,1770947315,55824862
24444680,1770947327,56297394
24444681,1770947339,56078461
24444682,1770947351,52874168
24444683,1770947363,50965417
24444684,1770947375,47917875
24444685,1770947387,45336318
24444686,1770947399,51000740
24444687,1770947411,46734521
24444688,1770947423,52360549
24444689,1770947435,52760776
24444690,1770947447,50463923
24444691,1770947459,54142782
24444692,1770947471,51422189
24444693,1770947483,50839639
24444694,1770947495,50059479
24444695,1770947507,50371978
24444696,1770947519,48773672
24444697,1770947531,54761831
24444698,1770947543,55238374
24444699,1770947555,52695125
24444700,1770947567,52601679
24444701,1770947579,51405116
24444702,1770947591,49721904
24444703,1770947603,49544320
24444704,1770947615,55714677
24444705,1770947627,52765772
24444706,1770947639,52539150
24444707,1770947651,50305156
24444708,1770947663,47581695
24444709,1770947675,51719902
24444710,1770947687,53394463
24444711,1770947699,50735072
24444712,1770947711,51747674
24444713,1770947723,52321594
24444714,1770947735,47561308
24444715,1770947747,53502581
24444716,1770947759,52749106
24444717,1770947771,53607451
24444718,1770947783,50431514
24444719,1770947795,48530382
24444720,1770947807,46066016
24444721,1770947819,47801287
24444722,1770947831,51461158
24444723,1770947843,51559242
24444724,1770947855,51797396
24444725,1770947867,49519706
24444726,1770947879,53828083
24444727,1770947891,51448800
24444728,1770947903,51122364
24444729,1770947915,54884726
24444730,1770947927,53550501
24444731,1770947939,52872870
24444732,1770947951,48271547
24444733,1770947963,54305356
24444734,1770947975,49990087
24444735,1770947987,51528373
24444736,1770947999,53875514
24444737,1770948011,54522505
24444738,1770948023,53517221
24444739,1770948035,50371609
24444740,1770948047,54034902
24444741,1770948059,48624434
24444742,1770948071,54521514
24444743,1770948083,51102081
24444744,1770948095,53784446
24444745,1770948107,51933332
24444746,1770948119,50874810
24444747,1770948131,51887349
24444748,1770948143,49129832
24444749,1770948155,52168563
24444750,1770948167,50892845
24444751,1770948179,49192757
24444752,1770948191,55340395
24444753,1770948203,54831728
24444754,1770948215,49705879
24444755,1770948227,47582184
24444756,1770948239,53528785
24444757,1770948251,52632178
24444758,1770948263,48354864
24444759,1770948275,54228300
24444760,1770948287,52174199
24444761,1770948299,50123027
24444762,1770948311,50266011
24444763,1770948323,47765322
24444764,1770948335,53358721
24444765,1770948347,56830851
24444766,1770948359,53352219
24444767,1770948371,55741168
24444768,1770948383,55123579
24444769,1770948395,49446330
24444770,1770948407,47021758
24444771,1770948419,51277960
24444772,1770948431,46870989
24444773,1770948443,44254084
24444774,1770948455,41927334
24444775,1770948467,47167400
24444776,1770948479,53060184
24444777,1770948491,59667977
24444778,1770948503,56439941
24444779,1770948515,57831885
24444780,1770948527,59182256
24444781,1770948539,56563673
24444782,1770948551,53691023
24444783,1770948563,53185669
24444784,1770948575,53178388
24444785,1770948587,53995727
24444786,1770948599,51860982
24444787,1770948611,52451592
24444788,1770948623,53189661
24444789,1770948635,53168766
24444790,1770948647,52776329
24444791,1770948659,52712355
24444792,1770948671,49733675
24444793,1770948683,53653979
24444794,1770948695,56241719
24444795,1770948707,54067269
24444796,1770948719,53548517
24444797,1770948731,51714678
24444798,1770948743,52553416
24444799,1770948755,50081250
24444800,1770948767,45585592
24444801,1770948779,51025345
24444802,1770948791,51604050
24444803,1770948803,50049493
24444804,1770948815,48766398
24444805,1770948827,47290438
24444806,1770948839,43604667
24444807,1770948851,45446535
24444808,1770948863,44840124
24444809,1770948875,40572081
24444810,1770948887,44910215
24444811,1770948899,45288266
24444812,1770948911,44407295
24444813,1770948923,46769026
24444814,1770948935,45871057
24444815,1770948947,45682481
24444816,1770948959,45523751
24444817,1770948983,42547138
24444818,1770948995,45673125
24444819,1770949007,45357475
24444820,1770949019,40973792
24444821,1770949031,43102372
24444822,1770949043,39865516
24444823,1770949055,39197620
24444824,1770949067,41195845
24444825,1770949079,46343703
24444826,1770949091,51391584
24444827,1770949103,52110569
24444828,1770949115,52318784
24444829,1770949127,52440928
24444830,1770949139,53423781
24444831,1770949151,51814078
24444832,1770949163,47688044
24444833,1770949175,52753906
24444834,1770949187,51184993
24444835,1770949199,48432130
24444836,1770949211,49529676
24444837,1770949223,55621692
24444838,1770949235,53704809
24444839,1770949247,60391265
24444840,1770949259,58680184
24444841,1770949271,55232503
24444842,1770949283,52354503
24444843,1770949295,58894931
24444844,1770949307,56276117
24444845,1770949319,52522725
24444846,1770949331,59067065
24444847,1770949343,63090166
24444848,1770949355,61282173
24444849,1770949367,58761990
24444850,1770949379,59006145
24444851,1770949391,56807751
24444852,1770949403,57712515
24444853,1770949415,55527603
24444854,1770949427,61751109
24444855,1770949439,57049639
24444856,1770949451,60153777
24444857,1770949463,56367556
24444858,1770949475,54333710
24444859,1770949487,58517896
24444860,1770949499,57729034
24444861,1770949511,56986624
24444862,1770949523,51373565
24444863,1770949535,57516085
24444864,1770949547,54204941
24444865,1770949559,51759646
24444866,1770949571,48663711
24444867,1770949583,49608449
24444868,1770949595,48050600
24444869,1770949607,43836127
24444870,1770949619,40696920
24444871,1770949631,42484762
24444872,1770949643,47795328
24444873,1770949655,46299550
24444874,1770949667,50113203
24444875,1770949679,47076982
24444876,1770949691,44822599
24444877,1770949703,50422843
24444878,1770949715,49121909
24444879,1770949727,44307662
24444880,1770949739,43047638
24444881,1770949751,45668058
24444882,1770949763,45453143
24444883,1770949775,48000911
24444884,1770949787,47053948
24444885,1770949799,46994095
24444886,1770949811,45825527
24444887,1770949823,48026846
24444888,1770949835,45182588
24444889,1770949847,42642105
24444890,1770949859,43909702
24444891,1770949871,41781584
24444892,1770949883,42246685
24444893,1770949895,40841151
24444894,1770949907,39780164
24444895,1770949919,40092003
24444896,1770949931,37973397
24444897,1770949943,42171689
24444898,1770949955,41920170
24444899,1770949967,41793009
24444900,1770949979,41182571
24444901,1770949991,42048925
24444902,1770950003,41019016
24444903,1770950015,44214721
24444904,1770950027,42820926
24444905,1770950039,42000046
24444906,1770950051,38692356
24444907,1770950063,39737911
24444908,1770950075,44683099
24444909,1770950087,43164461
24444910,1770950099,41052312
24444911,1770950111,40832875
24444912,1770950123,39760422
24444913,1770950135,38592504
24444914,1770950147,43371689
24444915,1770950159,41243928
24444916,1770950171,41895126
24444917,1770950183,39723737
24444918,1770950195,40401159
24444919,1770950207,37630290
24444920,1770950219,37862030
24444921,1770950231,37705966
24444922,1770950243,34597913
24444923,1770950255,38771645
24444924,1770950267,43616890
24444925,1770950279,41708645
24444926,1770950291,39221143
24444927,1770950303,37325764
24444928,1770950315,37204351
24444929,1770950327,35801352
24444930,1770950339,34276868
24444931,1770950351,38558608
24444932,1770950363,39507335
24444933,1770950375,39229309
24444934,1770950387,35136477
24444935,1770950399,34496030
24444936,1770950411,38764736
24444937,1770950423,39522953
24444938,1770950435,40492759
24444939,1770950447,39562997
24444940,1770950459,38784186
24444941,1770950471,42040509
24444942,1770950483,38546706
24444943,1770950495,38926769
24444944,1770950507,35628247
24444945,1770950519,39112116
24444946,1770950531,37757520
24444947,1770950543,34066399
24444948,1770950555,38320081
24444949,1770950567,35847408
24444950,1770950579,34199935
24444951,1770950591,38326051
24444952,1770950603,36348563
24444953,1770950615,39420023
24444954,1770950627,36920416
24444955,1770950639,38542648
24444956,1770950651,36223365
24444957,1770950663,36189604
24444958,1770950675,35457810
24444959,1770950687,39888936
24444960,1770950699,39323765
24444961,1770950711,42040057
24444962,1770950723,41393602
24444963,1770950735,40654714
24444964,1770950747,40041922
24444965,1770950759,38991529
24444966,1770950771,34967440
24444967,1770950783,36193821
24444968,1770950795,34958323
24444969,1770950807,39142176
24444970,1770950819,38373965
24444971,1770950831,36323226
24444972,1770950843,35631339
24444973,1770950855,34663985
24444974,1770950867,35327658
24444975,1770950879,33474059
24444976,1770950891,29992203
24444977,1770950903,27356555
24444978,1770950915,30095999
24444979,1770950927,33855905
24444980,1770950939,34071846
24444981,1770950951,37753094
24444982,1770950963,34338636
24444983,1770950975,38417280
24444984,1770950987,36690282
24444985,1770950999,34343050
24444986,1770951011,32076156
24444987,1770951023,31961463
24444988,1770951035,35931848
24444989,1770951047,38817171
24444990,1770951059,37899655
24444991,1770951071,42631309
24444992,1770951083,39023613
24444993,1770951095,37288334
24444994,1770951107,37485035
24444995,1770951119,35875682
24444996,1770951143,40333525
24444997,1770951155,39905665
24444998,1770951167,42591217
24444999,1770951179,44467224
24445000,1770951191,43033911
24445001,1770951203,42225213
24445002,1770951215,41518095
24445003,1770951227,41371097
24445004,1770951239,41582325
24445005,1770951251,39931838
24445006,1770951263,43916443
24445007,1770951275,44609685
24445008,1770951287,43311506
24445009,1770951299,39239472
24445010,1770951311,40032700
24445011,1770951323,38559845
24445012,1770951335,38740066
24445013,1770951347,38762488
24445014,1770951359,34610092
24445015,1770951371,35129010
24445016,1770951383,39487447
24445017,1770951395,36224562
24445018,1770951407,40349500
24445019,1770951419,41796544
24445020,1770951431,41271658
24445021,1770951443,44330551
24445022,1770951455,42238182
24445023,1770951467,41226239
24445024,1770951479,40206192
24445025,1770951491,37849879
24445026,1770951503,37565833
24445027,1770951515,37725399
24445028,1770951527,34624000
24445029,1770951539,34456962
24445030,1770951551,38682439
24445031,1770951563,38184866
24445032,1770951575,36547472
24445033,1770951587,35621045
24445034,1770951599,40009455
24445035,1770951611,37778853
24445036,1770951623,37065760
24445037,1770951635,33901591
24445038,1770951647,38137589
24445039,1770951659,38523208
24445040,1770951671,42056067
24445041,1770951683,40792998
24445042,1770951695,37400110
24445043,1770951707,41980701
24445044,1770951719,39195914
24445045,1770951731,38258811
24445046,1770951743,42265453
24445047,1770951755,38747059
24445048,1770951767,37603194
24445049,1770951779,40587386
24445050,1770951791,38317863
24445051,1770951803,37338075
24445052,1770951815,38167016
24445053,1770951827,37659886
24445054,1770951839,34235366
24445055,1770951851,35475459
